Learning_Resource_Name,Topic,TYPE,GUID,Item ID,Lesson_Name,DocsLink,HTML5 Link,Direct Link,KC Bashir,Checked Alignment?,Math,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,,Sum,BM comments,Converted,Moodle html
D-PBPPL-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Positive-Biased Parallel Positive Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=STUDENT&rp=on&a=waveform&sm=feedback&is=algebraic&p=positive-biased-parallel-positive-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=185
D-PBSNL-C-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Model Construction of Positive-Biased Series Negative Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=positive-biased-series-negative-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=168
D-PBSNL-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Positive-Biased Series Negative Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=STUDENT&rp=on&a=waveform&sm=feedback&is=algebraic&p=positive-biased-series-negative-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=174
D-PBSPL-C-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Model Construction of Positive-Biased Series Positive Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=positive-biased-series-positive-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=167
D-PBSPL-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Positive-Biased Series Positive Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=STUDENT&rp=on&a=waveform&sm=feedback&is=algebraic&p=positive-biased-series-positive-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=173
D-PC-C-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Model Construction of Positive Clamper,Link,Link,https://dragoon.asu.edu/ET/index.html?u=jww&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=positive-clamper&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,OK,,http://et.x-in-y.com/mod/url/view.php?id=153
D-PC-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Positive Clamper,Link,Link,https://dragoon.asu.edu/ET/index.html?u=jww&m=COACHED&rp=on&a=waveform&sm=feedback&is=algebraic&p=positive-clamper&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,OK,,http://et.x-in-y.com/mod/url/view.php?id=154
D-PNL-C-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Model Construction of Parallel Negative Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=parallel-negative-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=178
D-PNL-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Parallel Negative Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=STUDENT&rp=on&a=waveform&sm=feedback&is=algebraic&p=parallel-negative-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=184
D-PPL-C-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Model Construction of Parallel Positive Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=parallel-positive-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=177
D-PPL-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Parallel Positive Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=STUDENT&rp=on&a=waveform&sm=feedback&is=algebraic&p=parallel-positive-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=183
D-RC-C-A,Filter,Dragoon,,Dragoon Modeling,Model Construction of RC Series Circuit A,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=resistor-capacitor-1&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,OK,,http://et.x-in-y.com/mod/url/view.php?id=144
D-RC-C-B,Filter,Dragoon,,Dragoon Modeling,Model Construction of RC Series Circuit B,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&a=construction&sm=feedback&is=algebraic&p=resistor-capacitor-2&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,OK,,http://et.x-in-y.com/mod/url/view.php?id=145
D-RL-C-A,Filter,Dragoon,,Dragoon Modeling,Model Construction of RL Series Circuit,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&a=construction&sm=feedback&is=algebraic&p=resistor-inductor&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,OK,,http://et.x-in-y.com/mod/url/view.php?id=146
D-SNL-C-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Model Construction of Series Negative Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=series-negative-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=166
D-SNL-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Series Negative Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=STUDENT&rp=on&a=waveform&sm=feedback&is=algebraic&p=series-negative-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=172
D-SPL-C-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Model Construction of Series Positive Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=series-positive-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=165
D-SPL-W-A,Diode Limiter & Clamper,Dragoon,,Dragoon Modeling,Identifying Waveforms of Series Positive Limiter,Link,Link,https://dragoon.asu.edu/ET/index.html?u=ElectronixTutor&m=STUDENT&rp=on&a=waveform&sm=feedback&is=algebraic&p=series-positive-limiter&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,OK,,http://et.x-in-y.com/mod/url/view.php?id=171
D-VDBCET-C-A,CE Amplifier,Dragoon,,Dragoon Modeling,Model Construction of Voltage Divider Biased CE Transistor,Link,Link,https://dragoon.asu.edu/PAL3/index.html?u=jww&m=COACHED&rp=on&a=construction&sm=feedback&is=algebraic&p=ce-transistor-voltage-divider-bias&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,OK,,http://et.x-in-y.com/mod/url/view.php?id=142
D-VDBCET-W-A,CE Amplifier,Dragoon,,Dragoon Modeling,Identifying Waveforms of Voltage Divider Biased CE Transistor,Link,Link,https://dragoon.asu.edu/PAL3/index.html?u=ElectronixTutor&m=COACHED&rp=on&a=waveform&sm=feedback&is=algebraic&p=ce-transistor-voltage-divider-bias&s=ElectronixTutor,OK,x,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,OK,,http://et.x-in-y.com/mod/url/view.php?id=143
Deep_Power_Q1,Power Supply,AutoTutorDRQ,2da17f1f-e537-4d83-8060-d018250e75a6,AutoTutor Deep Reasoning Conversations,,Link,HTML5,http://autotutor.x-in-y.com/AT/index.html?C3=0&C4=0&voice2=Julie&ST=ASATPageIMG&school=http://onrstem.skoonline.org&MediaBase=https://umiis.github.io/ETMedia/&DEBUGGING=1&xAPI=1&xAPIType=1&location=usa&bkg=https://umiis.github.io/ETMedia/backGround.jpg&guid=2da17f1f-e537-4d83-8060-d018250e75a6,OK,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,Add KC66 25,x,http://et.x-in-y.com/mod/url/view.php?id=362
Deep_Power_Q2,Power Supply,AutoTutorDRQ,b633eac1-2517-49c3-939d-dd0b32f1fe00,AutoTutor Deep Reasoning Conversations,,Link,HTML5,http://autotutor.x-in-y.com/AT/index.html?C3=0&C4=0&voice2=Julie&ST=ASATPageIMG&school=http://onrstem.skoonline.org&MediaBase=https://umiis.github.io/ETMedia/&DEBUGGING=1&xAPI=1&xAPIType=1&location=usa&bkg=https://umiis.github.io/ETMedia/backGround.jpg&guid=b633eac1-2517-49c3-939d-dd0b32f1fe00,OK,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,"Add KC61, KC56, 57, 58, ",x,http://et.x-in-y.com/mod/url/view.php?id=314
Deep_Zener_Q1,Zener Diode & Regulator,AutoTutorDRQ,8d8e15e7-de42-416d-9374-7384fb9ebc50,AutoTutor Deep Reasoning Conversations,,Link,HTML5,http://autotutor.x-in-y.com/AT/index.html?C3=0&C4=0&voice2=Julie&ST=ASATPageIMG&school=http://onrstem.skoonline.org&MediaBase=https://umiis.github.io/ETMedia/&DEBUGGING=1&xAPI=1&xAPIType=1&location=usa&bkg=https://umiis.github.io/ETMedia/backGround.jpg&guid=8d8e15e7-de42-416d-9374-7384fb9ebc50,OK,x,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,OK,x,http://et.x-in-y.com/mod/url/view.php?id=315
Deep_Zener_Q2,Zener Diode & Regulator,AutoTutorDRQ,0b939ad3-ed8d-4dc1-84fe-98afd565eff7,AutoTutor Deep Reasoning Conversations,,Link,HTML5,http://autotutor.x-in-y.com/AT/index.html?C3=0&C4=0&voice2=Julie&ST=ASATPageIMG&school=http://onrstem.skoonline.org&MediaBase=https://umiis.github.io/ETMedia/&DEBUGGING=1&xAPI=1&xAPIType=1&location=usa&bkg=https://umiis.github.io/ETMedia/backGround.jpg&guid=0b939ad3-ed8d-4dc1-84fe-98afd565eff7,OK,x,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,Add KC1,x,http://et.x-in-y.com/mod/url/view.php?id=316
DRQ1_Clamper,Diode Limiter & Clamper,AutoTutorDRQ,f0209fa6-e05b-4c5c-9810-f808a80e77a8,AutoTutor Deep Reasoning Conversations,,Link,HTML5,,OK,x,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Add KC11,x,
ET_Limiter_DRQ1,Diode Limiter & Clamper,AutoTutorDRQ,,AutoTutor Deep Reasoning Conversations,,,HTML5,,OK,x,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,"Add KC1, KC3, KC4, KC47",,
ET_Limiter_KC1,Diode Limiter & Clamper,AutoTutorKC,,AutoTutor Knowledge Check Conversations,,,HTML5,,OK,x,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,"Add KC1, KC3, KC4, KC47",,
FL_DR_Q1,Filter,AutoTutorDRQ,5884e6ec-aaa4-44fa-b90b-a0c3b1dfa6cd,AutoTutor Deep Reasoning Conversations,,Link,HTML5,http://autotutor.x-in-y.com/AT/index.html?C3=0&C4=0&voice2=Julie&ST=ASATPageIMG&school=http://onrstem.skoonline.org&MediaBase=https://umiis.github.io/ETMedia/&DEBUGGING=1&xAPI=1&xAPIType=1&location=usa&bkg=https://umiis.github.io/ETMedia/backGround.jpg&guid=5884e6ec-aaa4-44fa-b90b-a0c3b1dfa6cd,OK,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,"Add KC25, 29, 68",x,http://et.x-in-y.com/mod/url/view.php?id=317
FL_DR_Q2,Filter,AutoTutorDRQ,71de96e7-b3a7-4491-91f7-6338386fe1fd,AutoTutor Deep Reasoning Conversations,,Link,HTML5,http://autotutor.x-in-y.com/AT/index.html?C3=0&C4=0&voice2=Julie&ST=ASATPageIMG&school=http://onrstem.skoonline.org&MediaBase=https://umiis.github.io/ETMedia/&DEBUGGING=1&xAPI=1&xAPIType=1&location=usa&bkg=https://umiis.github.io/ETMedia/backGround.jpg&guid=71de96e7-b3a7-4491-91f7-6338386fe1fd,OK,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,"Add KC25, 29, 68",x,http://et.x-in-y.com/mod/url/view.php?id=318
FL_KC_EQ1,Filter,AutoTutorKC,,AutoTutor Knowledge Check Conversations,,,HTML5,,OK,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,Remove KC68,,
FL_KC_EQ2,Filter,AutoTutorKC,,AutoTutor Knowledge Check Conversations,,,HTML5,,OK,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,OK,,
